Entity,Code,Year,Barley | 00000044 || Production | 005510 || tonnes
Lithuania,LTU,2012,741900
Lithuania,LTU,2013,685700
Lithuania,LTU,2014,1018500
Lithuania,LTU,2015,811500
Lithuania,LTU,2016,545191
Lithuania,LTU,2017,519732
Lithuania,LTU,2018,619540
Lithuania,LTU,2019,588450
Lithuania,LTU,2020,705910
Low Income Food Deficit Countries (FAO),,1961,4675232
Low Income Food Deficit Countries (FAO),,1962,5479595
Low Income Food Deficit Countries (FAO),,1963,4773546
Low Income Food Deficit Countries (FAO),,1964,4237897
Low Income Food Deficit Countries (FAO),,1965,4765342
Low Income Food Deficit Countries (FAO),,1966,4122472
Low Income Food Deficit Countries (FAO),,1967,4412320
Low Income Food Deficit Countries (FAO),,1968,5463033
Low Income Food Deficit Countries (FAO),,1969,4511674
Low Income Food Deficit Countries (FAO),,1970,4447608
Low Income Food Deficit Countries (FAO),,1971,4561205
Low Income Food Deficit Countries (FAO),,1972,4761323
Low Income Food Deficit Countries (FAO),,1973,3922919
Low Income Food Deficit Countries (FAO),,1974,4454721
Low Income Food Deficit Countries (FAO),,1975,5043020
Low Income Food Deficit Countries (FAO),,1976,5488719
Low Income Food Deficit Countries (FAO),,1977,4163918
Low Income Food Deficit Countries (FAO),,1978,4348511
Low Income Food Deficit Countries (FAO),,1979,4137648
Low Income Food Deficit Countries (FAO),,1980,4903875
Low Income Food Deficit Countries (FAO),,1981,5404800
Low Income Food Deficit Countries (FAO),,1982,4211729
Low Income Food Deficit Countries (FAO),,1983,4613344
Low Income Food Deficit Countries (FAO),,1984,3432061
Low Income Food Deficit Countries (FAO),,1985,3642385
Low Income Food Deficit Countries (FAO),,1986,4501810
Low Income Food Deficit Countries (FAO),,1987,3749396
Low Income Food Deficit Countries (FAO),,1988,6209658
Low Income Food Deficit Countries (FAO),,1989,3567889
Low Income Food Deficit Countries (FAO),,1990,3929608
Low Income Food Deficit Countries (FAO),,1991,3881643
Low Income Food Deficit Countries (FAO),,1992,5126624
Low Income Food Deficit Countries (FAO),,1993,5271062
Low Income Food Deficit Countries (FAO),,1994,4974198
Low Income Food Deficit Countries (FAO),,1995,5067588
Low Income Food Deficit Countries (FAO),,1996,5259866
Low Income Food Deficit Countries (FAO),,1997,4327094
Low Income Food Deficit Countries (FAO),,1998,4380249
Low Income Food Deficit Countries (FAO),,1999,3699006
Low Income Food Deficit Countries (FAO),,2000,3017586
Low Income Food Deficit Countries (FAO),,2001,3372361
Low Income Food Deficit Countries (FAO),,2002,4569773
Low Income Food Deficit Countries (FAO),,2003,4469162
Low Income Food Deficit Countries (FAO),,2004,4127518
Low Income Food Deficit Countries (FAO),,2005,4385949
Low Income Food Deficit Countries (FAO),,2006,4878805
Low Income Food Deficit Countries (FAO),,2007,4639631
Low Income Food Deficit Countries (FAO),,2008,4039240
Low Income Food Deficit Countries (FAO),,2009,5829124
Low Income Food Deficit Countries (FAO),,2010,5159109
Low Income Food Deficit Countries (FAO),,2011,5054984
Low Income Food Deficit Countries (FAO),,2012,5516540
Low Income Food Deficit Countries (FAO),,2013,6079236
Low Income Food Deficit Countries (FAO),,2014,5735319
Low Income Food Deficit Countries (FAO),,2015,6107428
Low Income Food Deficit Countries (FAO),,2016,6197138
Low Income Food Deficit Countries (FAO),,2017,5790951
Low Income Food Deficit Countries (FAO),,2018,4944169
Low Income Food Deficit Countries (FAO),,2019,8285141
Low Income Food Deficit Countries (FAO),,2020,7464224
Low-income countries,,1961,1802876
Low-income countries,,1962,2276642
Low-income countries,,1963,2285886
Low-income countries,,1964,2139337
Low-income countries,,1965,2189682
Low-income countries,,1966,1682344
Low-income countries,,1967,2010679
Low-income countries,,1968,1905183
Low-income countries,,1969,2031762
Low-income countries,,1970,1667895
Low-income countries,,1971,1702453
Low-income countries,,1972,2116500
Low-income countries,,1973,1465486
Low-income countries,,1974,2006266
Low-income countries,,1975,1809949
Low-income countries,,1976,2196246
Low-income countries,,1977,1715988
Low-income countries,,1978,1945236
Low-income countries,,1979,1858600
Low-income countries,,1980,3156399
Low-income countries,,1981,2982617
Low-income countries,,1982,2078147
Low-income countries,,1983,2650400
Low-income countries,,1984,1542895
Low-income countries,,1985,2004684
Low-income countries,,1986,2452257
Low-income countries,,1987,1995214
Low-income countries,,1988,4538706
Low-income countries,,1989,1729109
Low-income countries,,1990,2330412
Low-income countries,,1991,2128813
Low-income countries,,1992,2276965
Low-income countries,,1993,2786584
Low-income countries,,1994,2891299
Low-income countries,,1995,3163087
Low-income countries,,1996,3224792
Low-income countries,,1997,2389375
Low-income countries,,1998,2294759
Low-income countries,,1999,1733868
Low-income countries,,2000,1187523
Low-income countries,,2001,1460545
Low-income countries,,2002,2567044
Low-income countries,,2003,2512444
Low-income countries,,2004,2298955
Low-income countries,,2005,2654675
Low-income countries,,2006,3133853
Low-income countries,,2007,2771328
Low-income countries,,2008,2288313
Low-income countries,,2009,3384643
Low-income countries,,2010,3118385
Low-income countries,,2011,2791911
Low-income countries,,2012,3268973
Low-income countries,,2013,3602891
Low-income countries,,2014,3287760
Low-income countries,,2015,3674057
Low-income countries,,2016,3864812
Low-income countries,,2017,3156594
Low-income countries,,2018,2329172
Low-income countries,,2019,5703511
Low-income countries,,2020,4778783
Lower-middle-income countries,,1961,4853965
Lower-middle-income countries,,1962,6695849
Lower-middle-income countries,,1963,6356576
Lower-middle-income countries,,1964,5004405
Lower-middle-income countries,,1965,5889874
Lower-middle-income countries,,1966,4718168
Lower-middle-income countries,,1967,5653460
Lower-middle-income countries,,1968,8926002
Lower-middle-income countries,,1969,6534189
Lower-middle-income countries,,1970,6801788
Lower-middle-income countries,,1971,7108420
Lower-middle-income countries,,1972,7304608
Lower-middle-income countries,,1973,5552348
Lower-middle-income countries,,1974,6601251
Lower-middle-income countries,,1975,7713726
Lower-middle-income countries,,1976,8872366
Lower-middle-income countries,,1977,5734591
Lower-middle-income countries,,1978,6890392
Lower-middle-income countries,,1979,6609991
Lower-middle-income countries,,1980,6712252
Lower-middle-income countries,,1981,6596096
Lower-middle-income countries,,1982,7606417
Lower-middle-income countries,,1983,6415711
Lower-middle-income countries,,1984,6841072
Lower-middle-income countries,,1985,8983228
Lower-middle-income countries,,1986,9863134
Lower-middle-income countries,,1987,7823940
Lower-middle-income countries,,1988,9396818
Lower-middle-income countries,,1989,9109913
Lower-middle-income countries,,1990,9028583
Lower-middle-income countries,,1991,11004005
Lower-middle-income countries,,1992,19544285
Lower-middle-income countries,,1993,21389687
Lower-middle-income countries,,1994,24096169
Lower-middle-income countries,,1995,16388943
Lower-middle-income countries,,1996,17352076
Lower-middle-income countries,,1997,13874982
Lower-middle-income countries,,1998,14635380
Lower-middle-income countries,,1999,13109543
Lower-middle-income countries,,2000,11562296
Lower-middle-income countries,,2001,16762707
Lower-middle-income countries,,2002,17916769
Lower-middle-income countries,,2003,16167922
Lower-middle-income countries,,2004,20573615
Lower-middle-income countries,,2005,16526788
Lower-middle-income countries,,2006,20511471
Lower-middle-income countries,,2007,13806957
Lower-middle-income countries,,2008,18238107
Lower-middle-income countries,,2009,23768000
Lower-middle-income countries,,2010,18380255
Lower-middle-income countries,,2011,18417553
Lower-middle-income countries,,2012,15726609
Lower-middle-income countries,,2013,17638821
Lower-middle-income countries,,2014,18047183
Lower-middle-income countries,,2015,18959201
Lower-middle-income countries,,2016,17601592
Lower-middle-income countries,,2017,17806976
Lower-middle-income countries,,2018,18205830
Lower-middle-income countries,,2019,19053561
Lower-middle-income countries,,2020,16471171
Luxembourg,LUX,2000,53533
Luxembourg,LUX,2001,53566
Luxembourg,LUX,2002,51823
Luxembourg,LUX,2003,55330
Luxembourg,LUX,2004,52761
Luxembourg,LUX,2005,52853
Luxembourg,LUX,2006,50061
Luxembourg,LUX,2007,44640
Luxembourg,LUX,2008,52816
Luxembourg,LUX,2009,54398
Luxembourg,LUX,2010,43003
Luxembourg,LUX,2011,38452
Luxembourg,LUX,2012,37900
Luxembourg,LUX,2013,42485
Luxembourg,LUX,2014,45962
Luxembourg,LUX,2015,44382
Luxembourg,LUX,2016,33995
Luxembourg,LUX,2017,34951
Luxembourg,LUX,2018,35390
Luxembourg,LUX,2019,36050
Luxembourg,LUX,2020,33020
Malta,MLT,1961,1900
Malta,MLT,1962,1906
Malta,MLT,1963,2180
Malta,MLT,1964,1901
Malta,MLT,1965,2175
Malta,MLT,1966,1914
Malta,MLT,1967,2159
Malta,MLT,1968,1925
Malta,MLT,1969,1693
Malta,MLT,1970,1481
Malta,MLT,1971,1485
Malta,MLT,1972,1676
Malta,MLT,1973,1541
Malta,MLT,1974,1721
Malta,MLT,1975,1961
Malta,MLT,1976,2220
Malta,MLT,1977,2638
Malta,MLT,1978,2493
Malta,MLT,1979,3012
Malta,MLT,1980,3218
Malta,MLT,1981,3968
Malta,MLT,1982,3823
Malta,MLT,1983,3696
Malta,MLT,1984,4000
Malta,MLT,1985,4000
Malta,MLT,1986,3800
Malta,MLT,1987,3800
Malta,MLT,1988,3900
Malta,MLT,1989,3500
Malta,MLT,1990,4001
Malta,MLT,1991,1800
Malta,MLT,1992,1700
Malta,MLT,1993,1500
Malta,MLT,1994,1300
Malta,MLT,1995,1100
Malta,MLT,1996,2800
Malta,MLT,1997,1507
Malta,MLT,1998,1700
Malta,MLT,1999,1900
Malta,MLT,2000,2158
Malta,MLT,2001,2200
Malta,MLT,2002,2000
Malta,MLT,2003,2200
Malta,MLT,2004,2300
Malta,MLT,2005,2200
Malta,MLT,2006,2000
Malta,MLT,2007,2200
Malta,MLT,2008,2000
Malta,MLT,2009,2100
Malta,MLT,2010,2131
Malta,MLT,2011,2129
Malta,MLT,2012,2099
Malta,MLT,2013,2109
Malta,MLT,2014,2164
Malta,MLT,2015,2180
Malta,MLT,2016,2163
Malta,MLT,2017,2174
Malta,MLT,2018,0
Malta,MLT,2019,0
Malta,MLT,2020,0
Mauritania,MRT,1961,200
Mauritania,MRT,1962,200
Mauritania,MRT,1963,200
Mauritania,MRT,1964,210
Mauritania,MRT,1965,200
Mauritania,MRT,1966,200
Mauritania,MRT,1967,200
Mauritania,MRT,1968,220
Mauritania,MRT,1969,220
Mauritania,MRT,1970,220
Mauritania,MRT,1971,220
Mauritania,MRT,1972,200
Mauritania,MRT,1973,150
Mauritania,MRT,1974,160
Mauritania,MRT,1975,170
Mauritania,MRT,1976,180
Mauritania,MRT,1977,200
Mauritania,MRT,1978,150
Mauritania,MRT,1979,200
Mauritania,MRT,1980,220
Mauritania,MRT,1981,300
Mauritania,MRT,1982,310
Mauritania,MRT,1983,320
Mauritania,MRT,1984,340
Mauritania,MRT,1985,350
Mauritania,MRT,1986,350
Mauritania,MRT,1987,370
Mauritania,MRT,1988,380
Mauritania,MRT,1989,390
Mauritania,MRT,1990,410
Mauritania,MRT,1991,420
Mauritania,MRT,1992,400
Mauritania,MRT,1993,300
Mauritania,MRT,1994,353
Mauritania,MRT,1995,390
Mauritania,MRT,1996,371
Mauritania,MRT,1997,300
Mauritania,MRT,1998,500
Mauritania,MRT,1999,680
Mauritania,MRT,2000,680
Mauritania,MRT,2001,1000
Mauritania,MRT,2002,800
Mauritania,MRT,2003,1130
Mauritania,MRT,2010,1333
Mauritania,MRT,2011,1343
Mauritania,MRT,2012,1359
Mauritania,MRT,2013,1378
Mauritania,MRT,2014,1430
Mauritania,MRT,2015,1400
Mauritania,MRT,2016,1430
Mauritania,MRT,2017,1469
Mauritania,MRT,2018,1533
Mauritania,MRT,2019,1533
Mauritania,MRT,2020,1554
Mexico,MEX,1961,174132
Mexico,MEX,1962,151115
Mexico,MEX,1963,185616
Mexico,MEX,1964,170564
Mexico,MEX,1965,193235
Mexico,MEX,1966,220063
Mexico,MEX,1967,203373
Mexico,MEX,1968,252706
Mexico,MEX,1969,212477
Mexico,MEX,1970,237563
Mexico,MEX,1971,270332
Mexico,MEX,1972,310073
Mexico,MEX,1973,392360
Mexico,MEX,1974,250391
Mexico,MEX,1975,440254
Mexico,MEX,1976,549226
Mexico,MEX,1977,417785
Mexico,MEX,1978,505274
Mexico,MEX,1979,367545
Mexico,MEX,1980,529858
Mexico,MEX,1981,550781
Mexico,MEX,1982,423505
Mexico,MEX,1983,557413
Mexico,MEX,1984,619026
Mexico,MEX,1985,536182
Mexico,MEX,1986,512339
Mexico,MEX,1987,617867
Mexico,MEX,1988,370498
Mexico,MEX,1989,435035
Mexico,MEX,1990,491941
Mexico,MEX,1991,580196
Mexico,MEX,1992,549966
Mexico,MEX,1993,540529
Mexico,MEX,1994,307266
Mexico,MEX,1995,486636
Mexico,MEX,1996,585754
Mexico,MEX,1997,470671
Mexico,MEX,1998,410766
Mexico,MEX,1999,454133
Mexico,MEX,2000,712619
Mexico,MEX,2001,762156
Mexico,MEX,2002,736629
Mexico,MEX,2003,1084600
Mexico,MEX,2004,931500
Mexico,MEX,2005,760691
Mexico,MEX,2006,869297
Mexico,MEX,2007,653074
Mexico,MEX,2008,781179
Mexico,MEX,2009,518850
Mexico,MEX,2010,672367
Mexico,MEX,2011,487448
Mexico,MEX,2012,1031533
Mexico,MEX,2013,594437
Mexico,MEX,2014,845707
Mexico,MEX,2015,734832
Mexico,MEX,2016,978349
Mexico,MEX,2017,1008158
Mexico,MEX,2018,1008642
Mexico,MEX,2019,964083
Mexico,MEX,2020,864293
Middle Africa (FAO),,1961,439
Middle Africa (FAO),,1962,439
Middle Africa (FAO),,1963,392
Middle Africa (FAO),,1964,352
Middle Africa (FAO),,1965,341
Middle Africa (FAO),,1966,382
Middle Africa (FAO),,1967,401
Middle Africa (FAO),,1968,2020
Middle Africa (FAO),,1969,2515
Middle Africa (FAO),,1970,1975
Middle Africa (FAO),,1971,2000
Middle Africa (FAO),,1972,2000
Middle Africa (FAO),,1973,1500
Middle Africa (FAO),,1974,754
Middle Africa (FAO),,1975,421
Middle Africa (FAO),,1976,300
Middle Africa (FAO),,1977,300
Middle Africa (FAO),,1978,300
Middle Africa (FAO),,1979,300
Middle Africa (FAO),,1980,300
Middle Africa (FAO),,1981,300
Middle Africa (FAO),,1982,300
Middle Africa (FAO),,1983,300
Middle Africa (FAO),,1984,300
Middle Africa (FAO),,1985,300
Middle Africa (FAO),,1986,300
Middle Africa (FAO),,1987,350
Middle Africa (FAO),,1988,350
Middle Africa (FAO),,1989,350
Middle Africa (FAO),,1990,369
Middle Africa (FAO),,1991,316
Middle Africa (FAO),,1992,333
Middle Africa (FAO),,1993,362
Middle Africa (FAO),,1994,400
Middle Africa (FAO),,1995,401
Middle Africa (FAO),,1996,414
Middle Africa (FAO),,1997,427
Middle Africa (FAO),,1998,439
Middle Africa (FAO),,1999,450
Middle Africa (FAO),,2000,500
Middle Africa (FAO),,2001,500
Middle Africa (FAO),,2002,500
Middle Africa (FAO),,2003,500
Middle Africa (FAO),,2004,585
Middle Africa (FAO),,2005,650
Middle Africa (FAO),,2006,675
Middle Africa (FAO),,2007,680
Middle Africa (FAO),,2008,630
Middle Africa (FAO),,2009,750
Middle Africa (FAO),,2010,800
Middle Africa (FAO),,2011,858
Middle Africa (FAO),,2012,950
Middle Africa (FAO),,2013,950
Middle Africa (FAO),,2014,954
Middle Africa (FAO),,2015,987
Middle Africa (FAO),,2016,964
Middle Africa (FAO),,2017,968
Middle Africa (FAO),,2018,973
Middle Africa (FAO),,2019,968
Middle Africa (FAO),,2020,970
Moldova,MDA,1992,405195
Moldova,MDA,1993,481030
Moldova,MDA,1994,325320
Moldova,MDA,1995,337609
Moldova,MDA,1996,140951
Moldova,MDA,1997,288633
Moldova,MDA,1998,215882
Moldova,MDA,1999,182559
Moldova,MDA,2000,133031
Moldova,MDA,2001,230942
Moldova,MDA,2002,220475
Moldova,MDA,2003,56583
Moldova,MDA,2004,268297
Moldova,MDA,2005,211954
Moldova,MDA,2006,200108
Moldova,MDA,2007,115237
Moldova,MDA,2008,353124
Moldova,MDA,2009,261430
Moldova,MDA,2010,208405
Moldova,MDA,2011,193983
Moldova,MDA,2012,117864
Moldova,MDA,2013,218571
Moldova,MDA,2014,220606
Moldova,MDA,2015,178827
Moldova,MDA,2016,255707
Moldova,MDA,2017,248843
Moldova,MDA,2018,175296
Moldova,MDA,2019,168060
Moldova,MDA,2020,106763
Mongolia,MNG,1961,11000
Mongolia,MNG,1962,17000
Mongolia,MNG,1963,12000
Mongolia,MNG,1964,11400
Mongolia,MNG,1965,8600
Mongolia,MNG,1966,8900
Mongolia,MNG,1967,11200
Mongolia,MNG,1968,6000
Mongolia,MNG,1969,4100
Mongolia,MNG,1970,9000
Mongolia,MNG,1971,20200
Mongolia,MNG,1972,17300
Mongolia,MNG,1973,47900
Mongolia,MNG,1974,34100
Mongolia,MNG,1975,64100
Mongolia,MNG,1976,53700
Mongolia,MNG,1977,50500
Mongolia,MNG,1978,48600
Mongolia,MNG,1979,55000
Mongolia,MNG,1980,35200
Mongolia,MNG,1981,32800
Mongolia,MNG,1982,67600
Mongolia,MNG,1983,88800
Mongolia,MNG,1984,87400
Mongolia,MNG,1985,132400
Mongolia,MNG,1986,145800
Mongolia,MNG,1987,101978
Mongolia,MNG,1988,100230
Mongolia,MNG,1989,112000
Mongolia,MNG,1990,88900
Mongolia,MNG,1991,48000
Mongolia,MNG,1992,35000
Mongolia,MNG,1993,22300
Mongolia,MNG,1994,6100
Mongolia,MNG,1995,4200
Mongolia,MNG,1996,4127
Mongolia,MNG,1997,2082
Mongolia,MNG,1998,2414
Mongolia,MNG,1999,1434
Mongolia,MNG,2000,1672
Mongolia,MNG,2001,1800
Mongolia,MNG,2002,1797
Mongolia,MNG,2003,1935
Mongolia,MNG,2004,1800
Mongolia,MNG,2005,2000
Mongolia,MNG,2006,8282
Mongolia,MNG,2007,3908
Mongolia,MNG,2008,1394
Mongolia,MNG,2009,1844
Mongolia,MNG,2010,4320
Mongolia,MNG,2011,4363
Mongolia,MNG,2012,5925
Mongolia,MNG,2013,4407
Mongolia,MNG,2014,8531
Mongolia,MNG,2015,2460
Mongolia,MNG,2016,6483
Mongolia,MNG,2017,1694
Mongolia,MNG,2018,2355
Mongolia,MNG,2019,2512
Mongolia,MNG,2020,3235
Montenegro,MNE,2006,1966
Montenegro,MNE,2007,248
Montenegro,MNE,2008,604
Montenegro,MNE,2009,598
Montenegro,MNE,2010,542
Montenegro,MNE,2011,1123
Montenegro,MNE,2012,953
Montenegro,MNE,2013,1182
Montenegro,MNE,2014,1147
Montenegro,MNE,2015,952
Montenegro,MNE,2016,1068
Montenegro,MNE,2017,1073
Montenegro,MNE,2018,1082
Montenegro,MNE,2019,990
Montenegro,MNE,2020,1020
Morocco,MAR,1961,571680
Morocco,MAR,1962,1422000
Morocco,MAR,1963,1751771
Morocco,MAR,1964,1401705
Morocco,MAR,1965,1431565
Morocco,MAR,1966,703500
Morocco,MAR,1967,1520000
Morocco,MAR,1968,3212000
Morocco,MAR,1969,2042000
Morocco,MAR,1970,1955200
Morocco,MAR,1971,2573900
Morocco,MAR,1972,2467890
Morocco,MAR,1973,1256600
Morocco,MAR,1974,2389000
Morocco,MAR,1975,1587000
Morocco,MAR,1976,2862000
Morocco,MAR,1977,1347000
Morocco,MAR,1978,2328000
Morocco,MAR,1979,1888000
Morocco,MAR,1980,2209670
Morocco,MAR,1981,1039000
Morocco,MAR,1982,2333760
Morocco,MAR,1983,1227870
Morocco,MAR,1984,1405000
Morocco,MAR,1985,2541400
Morocco,MAR,1986,3563000
Morocco,MAR,1987,1543300
Morocco,MAR,1988,3454030
Morocco,MAR,1989,2998620
Morocco,MAR,1990,2137640
Morocco,MAR,1991,3252520
Morocco,MAR,1992,1080690
Morocco,MAR,1993,1026830
Morocco,MAR,1994,3719910
Morocco,MAR,1995,607690
Morocco,MAR,1996,3831130
Morocco,MAR,1997,1324240
Morocco,MAR,1998,1970000
Morocco,MAR,1999,1473980
Morocco,MAR,2000,466810
Morocco,MAR,2001,1155240
Morocco,MAR,2002,1668980
Morocco,MAR,2003,2620390
Morocco,MAR,2004,2760340
Morocco,MAR,2005,1102130
Morocco,MAR,2006,2535080
Morocco,MAR,2007,762550
Morocco,MAR,2008,1353240
Morocco,MAR,2009,3769500
Morocco,MAR,2010,2566450
Morocco,MAR,2011,2317611
Morocco,MAR,2012,1201388
Morocco,MAR,2013,2722622
Morocco,MAR,2014,1638086
Morocco,MAR,2015,3396992
Morocco,MAR,2016,619919
Morocco,MAR,2017,2466462
Morocco,MAR,2018,2851022
Morocco,MAR,2019,1161183
Morocco,MAR,2020,645032
Myanmar,MMR,1985,453
Myanmar,MMR,1986,324
Myanmar,MMR,1987,234
Myanmar,MMR,1988,83
Nepal,NPL,1961,18000
Nepal,NPL,1962,20000
Nepal,NPL,1963,22000
Nepal,NPL,1964,24000
Nepal,NPL,1965,26000
Nepal,NPL,1966,28000
Nepal,NPL,1967,28000
Nepal,NPL,1968,22600
Nepal,NPL,1969,23400
Nepal,NPL,1970,24400
Nepal,NPL,1971,25301
Nepal,NPL,1972,25459
Nepal,NPL,1973,24815
Nepal,NPL,1974,25626
Nepal,NPL,1975,25599
Nepal,NPL,1976,24667
Nepal,NPL,1977,20595
Nepal,NPL,1978,22450
Nepal,NPL,1979,22690
Nepal,NPL,1980,23290
Nepal,NPL,1981,23030
Nepal,NPL,1982,23320
Nepal,NPL,1983,21160
Nepal,NPL,1984,22270
Nepal,NPL,1985,23460
Nepal,NPL,1986,23430
Nepal,NPL,1987,24670
Nepal,NPL,1988,24290
Nepal,NPL,1989,27020
Nepal,NPL,1990,27390
Nepal,NPL,1991,27840
Nepal,NPL,1992,27640
Nepal,NPL,1993,27610
Nepal,NPL,1994,29000
Nepal,NPL,1995,30000
Nepal,NPL,1996,41340
Nepal,NPL,1997,38660
Nepal,NPL,1998,36950
Nepal,NPL,1999,31898
Nepal,NPL,2000,30817
Nepal,NPL,2001,30488
Nepal,NPL,2002,30790
Nepal,NPL,2003,31711
Nepal,NPL,2004,30670
Nepal,NPL,2005,29341
Nepal,NPL,2006,27786
Nepal,NPL,2007,28293
Nepal,NPL,2008,28082
Nepal,NPL,2009,23224
Nepal,NPL,2010,27587
Nepal,NPL,2011,30240
Nepal,NPL,2012,34830
Nepal,NPL,2013,33782
Nepal,NPL,2014,34824
Nepal,NPL,2015,37354
Nepal,NPL,2016,32801
Nepal,NPL,2017,30510
Nepal,NPL,2018,30510
Nepal,NPL,2019,30550
Nepal,NPL,2020,31147
Net Food Importing Developing Countries (FAO),,1961,2506594
Net Food Importing Developing Countries (FAO),,1962,3414194
Net Food Importing Developing Countries (FAO),,1963,3952429
Net Food Importing Developing Countries (FAO),,1964,3490686
Net Food Importing Developing Countries (FAO),,1965,3587403
Net Food Importing Developing Countries (FAO),,1966,2571280
Net Food Importing Developing Countries (FAO),,1967,3384267
Net Food Importing Developing Countries (FAO),,1968,5101317
Net Food Importing Developing Countries (FAO),,1969,3938360
Net Food Importing Developing Countries (FAO),,1970,3855517
Net Food Importing Developing Countries (FAO),,1971,4477890
Net Food Importing Developing Countries (FAO),,1972,4492546
Net Food Importing Developing Countries (FAO),,1973,3179881
Net Food Importing Developing Countries (FAO),,1974,4348580
Net Food Importing Developing Countries (FAO),,1975,3531137
Net Food Importing Developing Countries (FAO),,1976,4653104
Net Food Importing Developing Countries (FAO),,1977,3217921
Net Food Importing Developing Countries (FAO),,1978,4088695
Net Food Importing Developing Countries (FAO),,1979,4012615
Net Food Importing Developing Countries (FAO),,1980,4424754
Net Food Importing Developing Countries (FAO),,1981,3286336
Net Food Importing Developing Countries (FAO),,1982,4524051
Net Food Importing Developing Countries (FAO),,1983,3609043
Net Food Importing Developing Countries (FAO),,1984,3344988
Net Food Importing Developing Countries (FAO),,1985,4958229
Net Food Importing Developing Countries (FAO),,1986,5520076
Net Food Importing Developing Countries (FAO),,1987,3919267
Net Food Importing Developing Countries (FAO),,1988,5647443
Net Food Importing Developing Countries (FAO),,1989,5119062
Net Food Importing Developing Countries (FAO),,1990,4518232
Net Food Importing Developing Countries (FAO),,1991,5601013
Net Food Importing Developing Countries (FAO),,1992,3347425
Net Food Importing Developing Countries (FAO),,1993,3162429
Net Food Importing Developing Countries (FAO),,1994,5589554
Net Food Importing Developing Countries (FAO),,1995,2751041
Net Food Importing Developing Countries (FAO),,1996,6654493
Net Food Importing Developing Countries (FAO),,1997,3303497
Net Food Importing Developing Countries (FAO),,1998,4205820
Net Food Importing Developing Countries (FAO),,1999,3656413
Net Food Importing Developing Countries (FAO),,2000,2165669
Net Food Importing Developing Countries (FAO),,2001,3136895
Net Food Importing Developing Countries (FAO),,2002,3939573
Net Food Importing Developing Countries (FAO),,2003,4816498
Net Food Importing Developing Countries (FAO),,2004,5414863
Net Food Importing Developing Countries (FAO),,2005,3962931
Net Food Importing Developing Countries (FAO),,2006,5339355
Net Food Importing Developing Countries (FAO),,2007,3774844
Net Food Importing Developing Countries (FAO),,2008,4097544
Net Food Importing Developing Countries (FAO),,2009,7648239
Net Food Importing Developing Countries (FAO),,2010,5693720
Net Food Importing Developing Countries (FAO),,2011,5613756
Net Food Importing Developing Countries (FAO),,2012,5001629
Net Food Importing Developing Countries (FAO),,2013,6260177
Net Food Importing Developing Countries (FAO),,2014,5652200
Net Food Importing Developing Countries (FAO),,2015,6848470
Net Food Importing Developing Countries (FAO),,2016,4085006
Net Food Importing Developing Countries (FAO),,2017,5627890
Net Food Importing Developing Countries (FAO),,2018,5588261
Net Food Importing Developing Countries (FAO),,2019,5254092
Net Food Importing Developing Countries (FAO),,2020,4089656
Netherlands,NLD,1961,385077
Netherlands,NLD,1962,430996
Netherlands,NLD,1963,386835
Netherlands,NLD,1964,375753
Netherlands,NLD,1965,372764
Netherlands,NLD,1966,416450
Netherlands,NLD,1967,446679
Netherlands,NLD,1968,389478
Netherlands,NLD,1969,389393
Netherlands,NLD,1970,334300
Netherlands,NLD,1971,373111
Netherlands,NLD,1972,339712
Netherlands,NLD,1973,382651
Netherlands,NLD,1974,314991
Netherlands,NLD,1975,335924
Netherlands,NLD,1976,263397
Netherlands,NLD,1977,286554
Netherlands,NLD,1978,355050
Netherlands,NLD,1979,287750
Netherlands,NLD,1980,257791
Netherlands,NLD,1981,248531
Netherlands,NLD,1982,247400
Netherlands,NLD,1983,176920
Netherlands,NLD,1984,191747
Netherlands,NLD,1985,197387
Netherlands,NLD,1986,262191
Netherlands,NLD,1987,261847
Netherlands,NLD,1988,302290
Netherlands,NLD,1989,250712
Netherlands,NLD,1990,219000
Netherlands,NLD,1991,237921
Netherlands,NLD,1992,204024
Netherlands,NLD,1993,253000
Netherlands,NLD,1994,227600
Netherlands,NLD,1995,202500
Netherlands,NLD,1996,234800
Netherlands,NLD,1997,268290
Netherlands,NLD,1998,214500
Netherlands,NLD,1999,365000
Netherlands,NLD,2000,287800
Netherlands,NLD,2001,386800
Netherlands,NLD,2002,315300
Netherlands,NLD,2003,349067
Netherlands,NLD,2004,287600
Netherlands,NLD,2005,307100
Netherlands,NLD,2006,268700
Netherlands,NLD,2007,260000
Netherlands,NLD,2008,310200
Netherlands,NLD,2009,309619
Netherlands,NLD,2010,204444
Netherlands,NLD,2011,204702
Netherlands,NLD,2012,205912
Netherlands,NLD,2013,208084
Netherlands,NLD,2014,196925
Netherlands,NLD,2015,229233
Netherlands,NLD,2016,236231
Netherlands,NLD,2017,204316
Netherlands,NLD,2018,247500
Netherlands,NLD,2019,242370
Netherlands,NLD,2020,246190
New Zealand,NZL,1961,77467
New Zealand,NZL,1962,80760
New Zealand,NZL,1963,95293
New Zealand,NZL,1964,131000
New Zealand,NZL,1965,105920
New Zealand,NZL,1966,114080
New Zealand,NZL,1967,134014
New Zealand,NZL,1968,219339
New Zealand,NZL,1969,232560
New Zealand,NZL,1970,174443
New Zealand,NZL,1971,259320
New Zealand,NZL,1972,335484
New Zealand,NZL,1973,285261
